2.00; 987; 495;
2.01; 706; 354;
2.02; 553; 278;
2.03; 456; 230;
2.04; 389; 196;
2.05; 340; 172;
2.06; 302; 153;
2.07; 273; 138;
2.08; 248; 126;
2.09; 228; 116;
2.10; 211; 107;
2.11; 197; 100;
2.12; 184; 94;
2.13; 173; 89;
2.14; 164; 84;
2.15; 155; 80;
2.16; 147; 76;
2.17; 140; 72;
2.18; 134; 69;
2.19; 129; 66;
2.20; 123; 64;
